Depth_m,Vp_km/s,Vs_km/s,GammaRay_api,Density_g/cc,Caliper_m,Swt_v/v,Phit_v/v,Vsh_v/v
1637.33,3.04,1.77,103.42,2.55,0.22,1.00,0.12,0.82
1637.48,2.67,1.48,103.07,2.52,0.22,1.00,0.12,0.82
1637.63,2.51,1.29,100.15,2.37,0.22,1.00,0.13,0.79
1637.78,2.48,1.23,91.90,2.02,0.22,1.00,0.13,0.72
1637.94,2.50,1.19,79.43,1.79,0.22,1.00,0.14,0.62
1638.09,2.50,1.13,74.49,1.78,0.22,1.00,0.14,0.57
1638.24,2.52,1.04,83.80,1.92,0.21,1.00,0.13,0.65
1638.39,2.60,0.99,97.81,2.21,0.22,1.00,0.13,0.77
1638.55,2.86,1.30,104.97,2.42,0.22,1.00,0.14,0.83
1638.70,3.15,1.69,102.84,2.50,0.22,1.00,0.13,0.82
1638.85,3.29,1.74,95.65,2.54,0.22,1.00,0.13,0.76
1639.00,3.37,1.77,89.83,2.56,0.22,1.00,0.12,0.71
1639.16,3.41,1.81,87.87,2.57,0.22,1.00,0.12,0.69
1639.31,3.44,1.83,88.78,2.57,0.22,1.00,0.12,0.70
1639.46,3.47,1.79,91.21,2.56,0.22,1.00,0.12,0.72
1639.61,3.27,1.70,93.04,2.55,0.22,1.00,0.11,0.73
1639.77,3.11,1.60,94.52,2.54,0.21,1.00,0.11,0.75
1639.92,3.04,1.53,97.69,2.55,0.21,1.00,0.11,0.77
1640.07,3.06,1.53,101.39,2.55,0.21,1.00,0.11,0.80
1640.22,3.27,1.60,102.24,2.55,0.21,1.00,0.11,0.81
1640.38,3.45,1.73,99.41,2.55,0.21,1.00,0.10,0.79
1640.53,3.53,1.86,95.72,2.55,0.21,1.00,0.10,0.76
1640.68,3.57,1.93,93.16,2.57,0.21,1.00,0.10,0.74
1640.83,3.58,1.96,92.37,2.57,0.21,1.00,0.10,0.73
1640.99,3.58,1.95,92.69,2.57,0.21,1.00,0.09,0.73
1641.14,3.57,1.94,92.18,2.57,0.21,1.00,0.09,0.73
1641.29,3.58,1.93,91.63,2.57,0.21,1.00,0.09,0.72
1641.44,3.59,1.94,91.62,2.57,0.21,1.00,0.09,0.72
1641.59,3.62,1.96,90.58,2.57,0.21,1.00,0.09,0.71
1641.75,3.60,1.96,89.78,2.58,0.21,1.00,0.09,0.71
1641.90,3.56,1.92,89.90,2.59,0.21,1.00,0.09,0.71
1642.05,3.57,1.89,88.58,2.59,0.21,1.00,0.09,0.70
1642.20,3.67,1.90,83.91,2.57,0.21,1.00,0.09,0.66
1642.36,3.82,1.98,75.50,2.56,0.21,1.00,0.08,0.58
1642.51,3.98,2.10,67.90,2.56,0.21,1.00,0.09,0.51
1642.66,4.00,2.14,67.22,2.58,0.21,1.00,0.09,0.50
1642.81,3.78,2.06,72.31,2.60,0.21,1.00,0.10,0.55
1642.97,3.61,1.92,77.30,2.61,0.21,1.00,0.10,0.60
1643.12,3.52,1.82,79.14,2.62,0.21,1.00,0.10,0.61
1643.27,3.42,1.78,80.28,2.61,0.21,1.00,0.10,0.62
1643.42,3.36,1.75,85.78,2.60,0.21,1.00,0.10,0.67
1643.58,3.35,1.69,94.90,2.58,0.22,1.00,0.11,0.75
1643.73,3.38,1.66,101.04,2.56,0.22,1.00,0.11,0.80
1643.88,3.37,1.68,100.09,2.54,0.21,1.00,0.12,0.79
1644.03,3.28,1.68,94.77,2.53,0.21,1.00,0.13,0.75
1644.19,3.21,1.62,91.10,2.53,0.21,1.00,0.12,0.72
1644.34,3.25,1.56,90.65,2.53,0.21,1.00,0.12,0.71
1644.49,3.40,1.55,91.34,2.55,0.21,1.00,0.12,0.72
1644.64,3.56,1.65,91.97,2.56,0.21,1.00,0.11,0.73
1644.80,3.62,1.80,91.87,2.58,0.21,1.00,0.11,0.72
1644.95,3.61,1.88,90.90,2.59,0.21,1.00,0.10,0.72
1645.10,3.60,1.90,90.61,2.59,0.21,1.00,0.10,0.71
1645.25,3.66,1.92,91.57,2.58,0.21,1.00,0.10,0.72
1645.40,3.77,1.97,91.87,2.57,0.21,1.00,0.09,0.72
1645.56,3.82,2.02,90.57,2.58,0.21,1.00,0.10,0.71
1645.71,3.70,2.01,90.10,2.59,0.21,1.00,0.10,0.71
1645.86,3.36,1.86,93.26,2.58,0.21,1.00,0.10,0.74
1646.01,3.14,1.65,99.47,2.56,0.21,1.00,0.10,0.79
1646.17,3.09,1.53,105.58,2.54,0.21,1.00,0.10,0.84
1646.32,3.14,1.47,107.91,2.55,0.21,1.00,0.11,0.86
1646.47,3.27,1.49,105.32,2.55,0.21,1.00,0.11,0.84
1646.62,3.43,1.58,101.89,2.56,0.21,1.00,0.11,0.81
1646.78,3.55,1.68,100.09,2.57,0.21,1.00,0.10,0.79
1646.93,3.61,1.84,96.94,2.57,0.21,1.00,0.09,0.77
1647.08,3.63,1.99,92.56,2.57,0.21,1.00,0.09,0.73
1647.23,3.54,2.00,90.99,2.56,0.21,1.00,0.09,0.72
1647.39,3.42,1.92,91.59,2.53,0.21,1.00,0.10,0.72
1647.54,3.31,1.82,90.33,2.52,0.21,1.00,0.10,0.71
1647.69,3.19,1.73,87.50,2.53,0.21,1.00,0.10,0.69
1647.84,3.06,1.67,86.16,2.48,0.21,1.00,0.11,0.68
1648.00,2.94,1.61,88.46,2.40,0.21,1.00,0.12,0.70
1648.15,2.92,1.57,95.70,2.32,0.21,1.00,0.12,0.76
1648.30,2.98,1.50,105.40,2.28,0.21,1.00,0.12,0.84
1648.45,3.05,1.47,111.91,2.32,0.21,1.00,0.12,0.89
1648.61,2.97,1.51,113.20,2.43,0.21,1.00,0.11,0.90
1648.76,2.76,2.30,111.14,2.50,0.21,1.00,0.11,0.88
1648.91,2.55,3.28,103.90,2.36,0.21,1.00,0.11,0.82
1649.06,2.40,2.34,86.58,2.03,0.22,1.00,0.12,0.68
1649.21,2.35,1.89,62.02,1.81,0.22,1.00,0.11,0.46
1649.37,2.38,1.88,41.78,1.54,0.23,1.00,0.11,0.25
1649.52,2.56,1.92,36.72,1.45,0.23,1.00,0.12,0.20
1649.67,2.96,1.89,49.57,1.60,0.23,1.00,0.11,0.33
1649.82,3.23,1.83,72.44,2.00,0.22,1.00,0.11,0.55
1649.98,3.31,1.81,93.69,2.39,0.21,1.00,0.10,0.74
1650.13,3.38,1.80,105.68,2.53,0.21,1.00,0.10,0.84
1650.28,3.42,1.79,107.19,2.55,0.21,1.00,0.11,0.85
1650.43,3.44,1.80,102.52,2.54,0.21,1.00,0.10,0.81
1650.59,3.45,1.84,98.02,2.55,0.21,1.00,0.10,0.78
1650.74,3.37,1.88,96.22,2.56,0.21,1.00,0.10,0.76
1650.89,3.28,1.82,97.34,2.59,0.21,1.00,0.10,0.77
1651.04,3.25,1.69,101.70,2.59,0.21,1.00,0.10,0.81
1651.20,2.99,1.60,107.61,2.59,0.21,1.00,0.11,0.85
1651.35,2.81,1.44,111.82,2.57,0.21,1.00,0.11,0.89
1651.50,2.80,1.38,113.87,2.53,0.21,1.00,0.11,0.90
1651.65,2.93,1.37,116.05,2.51,0.21,1.00,0.11,0.92
1651.81,3.08,1.40,117.66,2.53,0.21,1.00,0.11,0.93
1651.96,3.18,1.44,115.40,2.56,0.21,1.00,0.11,0.92
1652.11,3.27,1.49,109.40,2.57,0.22,1.00,0.11,0.87
1652.26,3.39,1.53,102.48,2.57,0.22,1.00,0.11,0.81
1652.42,3.50,1.60,95.95,2.57,0.22,1.00,0.11,0.76
1652.57,3.58,1.75,89.52,2.56,0.22,1.00,0.10,0.70
1652.72,3.65,1.95,83.30,2.55,0.22,1.00,0.09,0.65
1652.87,3.67,2.12,78.77,2.54,0.22,1.00,0.09,0.61
1653.02,3.65,2.15,76.63,2.52,0.22,1.00,0.09,0.59
1653.18,3.62,2.10,75.59,2.50,0.22,1.00,0.08,0.58
1653.33,3.59,2.02,73.85,2.48,0.22,1.00,0.08,0.57
1653.48,3.57,1.96,71.37,2.48,0.22,1.00,0.09,0.54
1653.63,3.58,1.94,69.71,2.49,0.22,1.00,0.09,0.53
1653.79,3.59,1.96,68.61,2.49,0.22,1.00,0.08,0.52
1653.94,3.57,2.01,67.83,2.49,0.22,1.00,0.08,0.51
1654.09,3.51,2.02,68.07,2.50,0.22,1.00,0.08,0.51
1654.24,3.46,1.97,68.41,2.50,0.22,1.00,0.08,0.52
1654.40,3.52,1.92,69.09,2.50,0.22,1.00,0.07,0.52
1654.55,3.77,1.90,71.09,2.51,0.22,1.00,0.07,0.54
1654.70,3.95,1.96,73.42,2.54,0.22,1.00,0.08,0.56
1654.85,3.93,2.06,76.02,2.55,0.22,1.00,0.08,0.59
1655.01,3.80,2.08,80.14,2.56,0.22,1.00,0.08,0.62
1655.16,3.68,2.03,85.35,2.56,0.21,1.00,0.08,0.67
1655.31,3.63,1.99,90.32,2.56,0.21,1.00,0.08,0.71
1655.46,3.61,1.96,94.66,2.57,0.21,1.00,0.08,0.75
1655.62,3.53,1.94,98.09,2.59,0.21,1.00,0.09,0.78
1655.77,3.44,1.89,100.16,2.60,0.21,1.00,0.09,0.79
1655.92,3.41,1.82,101.19,2.60,0.22,1.00,0.09,0.80
1656.07,3.43,1.79,101.60,2.59,0.22,1.00,0.10,0.81
1656.23,3.49,1.84,101.85,2.57,0.22,1.00,0.10,0.81
1656.38,3.57,1.94,101.99,2.57,0.22,1.00,0.10,0.81
1656.53,3.61,2.04,99.79,2.56,0.22,0.99,0.10,0.79
1656.68,3.60,2.11,93.70,2.56,0.21,1.00,0.09,0.74
1656.83,3.56,2.08,86.60,2.55,0.21,1.00,0.08,0.68
1656.99,3.55,2.01,82.98,2.54,0.21,1.00,0.08,0.65
1657.14,3.62,1.95,84.18,2.54,0.21,1.00,0.09,0.66
1657.29,3.72,2.01,87.70,2.55,0.21,1.00,0.09,0.69
1657.44,3.83,2.14,90.46,2.57,0.21,1.00,0.09,0.71
1657.60,3.90,2.22,91.44,2.58,0.21,1.00,0.09,0.72
1657.75,3.89,2.29,91.61,2.60,0.21,1.00,0.10,0.72
1657.90,3.29,2.48,92.82,2.58,0.21,1.00,0.10,0.73
1658.05,2.77,1.92,95.62,2.51,0.21,1.00,0.11,0.76
1658.21,2.52,1.60,97.69,2.35,0.21,1.00,0.12,0.77
1658.36,2.47,1.25,97.30,2.13,0.21,1.00,0.13,0.77
1658.51,2.68,1.17,97.33,2.00,0.21,1.00,0.14,0.77
1658.66,2.97,1.25,101.08,2.07,0.21,1.00,0.14,0.80
1658.82,3.17,1.37,105.59,2.30,0.21,1.00,0.13,0.84
1658.97,3.26,1.57,105.83,2.49,0.21,1.00,0.12,0.84
1659.12,3.27,1.67,101.56,2.56,0.21,1.00,0.11,0.81
1659.27,3.24,1.69,97.28,2.57,0.21,1.00,0.10,0.77
1659.43,3.33,1.71,96.73,2.58,0.21,1.00,0.10,0.77
1659.58,3.46,1.74,99.26,2.58,0.21,1.00,0.10,0.79
1659.73,3.54,1.80,101.97,2.59,0.21,1.00,0.10,0.81
1659.88,3.59,1.85,104.03,2.59,0.21,1.00,0.10,0.83
1660.04,3.58,1.85,105.93,2.59,0.21,1.00,0.10,0.84
1660.19,3.50,1.84,107.43,2.58,0.21,1.00,0.10,0.85
1660.34,3.46,1.83,108.60,2.57,0.21,1.00,0.11,0.86
1660.49,3.33,1.80,109.74,2.58,0.21,1.00,0.11,0.87
1660.64,2.96,1.53,110.44,2.56,0.21,1.00,0.11,0.88
1660.80,2.69,1.24,111.77,2.54,0.21,1.00,0.11,0.89
1660.95,2.59,1.14,114.92,2.49,0.21,1.00,0.11,0.91
1661.10,2.69,1.22,116.11,2.48,0.21,1.00,0.11,0.92
1661.25,2.95,1.40,111.46,2.47,0.21,1.00,0.11,0.88
1661.41,3.14,1.54,104.92,2.50,0.21,1.00,0.12,0.83
1661.56,3.23,1.62,100.82,2.54,0.21,1.00,0.12,0.80
1661.71,3.27,1.69,98.35,2.56,0.21,1.00,0.12,0.78
1661.86,3.30,1.69,97.29,2.56,0.21,1.00,0.11,0.77
1662.02,3.38,1.68,97.74,2.56,0.21,1.00,0.11,0.77
1662.17,3.51,1.75,96.99,2.57,0.21,1.00,0.10,0.77
1662.32,3.61,1.91,91.94,2.56,0.21,1.00,0.09,0.73
1662.47,3.58,2.06,83.58,2.55,0.21,1.00,0.09,0.65
1662.63,3.52,2.08,76.32,2.53,0.21,1.00,0.09,0.59
1662.78,3.54,2.03,73.99,2.54,0.21,1.00,0.09,0.57
1662.93,3.66,2.01,75.87,2.55,0.21,1.00,0.09,0.58
1663.08,3.78,2.05,78.10,2.56,0.21,1.00,0.09,0.60
1663.24,3.82,2.08,81.27,2.57,0.21,1.00,0.09,0.63
1663.39,3.85,2.09,88.01,2.59,0.21,1.00,0.09,0.69
1663.54,3.72,2.03,97.24,2.59,0.21,1.00,0.10,0.77
1663.69,3.14,1.88,106.62,2.56,0.21,1.00,0.11,0.85
1663.85,2.65,1.54,113.68,2.52,0.21,1.00,0.11,0.90
1664.00,2.41,1.25,112.93,2.43,0.21,1.00,0.11,0.90
1664.15,2.41,1.13,99.39,2.28,0.21,1.00,0.12,0.79
1664.30,2.71,1.20,81.43,2.12,0.21,1.00,0.13,0.63
1664.45,3.17,1.38,74.07,2.03,0.21,1.00,0.12,0.57
1664.61,3.45,1.55,79.14,2.14,0.21,1.00,0.11,0.61
1664.76,3.52,1.72,88.00,2.38,0.21,1.00,0.11,0.69
1664.91,3.46,1.78,95.98,2.50,0.21,1.00,0.10,0.76
1665.06,3.41,1.74,102.99,2.52,0.22,1.00,0.10,0.82
1665.22,3.40,1.72,108.04,2.53,0.22,1.00,0.10,0.86
1665.37,3.39,1.71,110.16,2.52,0.22,1.00,0.11,0.87
1665.52,3.38,1.67,110.82,2.51,0.22,1.00,0.11,0.88
1665.67,3.41,1.67,110.53,2.53,0.22,1.00,0.11,0.88
1665.83,3.45,1.70,109.09,2.55,0.22,1.00,0.11,0.87
1665.98,3.38,1.72,108.97,2.57,0.22,1.00,0.11,0.87
1666.13,3.15,1.67,112.27,2.58,0.21,1.00,0.11,0.89
1666.28,2.97,1.56,116.00,2.56,0.21,1.00,0.11,0.92
1666.44,2.93,1.49,116.16,2.53,0.22,1.00,0.11,0.92
1666.59,3.01,1.52,113.86,2.52,0.22,1.00,0.11,0.90
1666.74,3.10,1.63,112.44,2.53,0.22,1.00,0.11,0.89
1666.89,3.05,1.77,111.73,2.53,0.21,1.00,0.11,0.89
1667.05,2.88,2.38,107.93,2.46,0.21,0.99,0.11,0.86
1667.20,2.64,2.77,94.90,2.20,0.21,0.85,0.12,0.75
1667.35,2.45,2.57,70.65,1.75,0.22,0.89,0.12,0.54
1667.50,2.35,2.51,44.05,1.42,0.23,1.00,0.12,0.28
1667.66,2.32,2.38,26.57,1.28,0.28,1.00,0.12,0.09
1667.81,2.34,2.32,20.54,1.23,0.36,1.00,0.12,0.02
1667.96,2.41,2.27,21.35,1.23,0.39,1.00,0.11,0.03
1668.11,2.51,2.17,27.25,1.26,0.35,1.00,0.11,0.10
1668.26,2.56,2.27,42.41,1.45,0.26,1.00,0.11,0.26
1668.42,2.60,2.45,68.35,1.75,0.22,1.00,0.12,0.52
1668.57,2.72,1.94,96.24,2.07,0.22,1.00,0.12,0.76
1668.72,2.83,1.47,114.49,2.26,0.22,1.00,0.13,0.91
1668.87,2.83,1.33,120.83,2.35,0.22,1.00,0.11,0.96
1669.03,2.73,1.27,121.76,2.41,0.21,1.00,0.11,0.96
1669.18,2.62,1.20,122.88,2.43,0.21,1.00,0.11,0.97
1669.33,2.58,1.16,124.39,2.42,0.21,1.00,0.11,0.98
1669.48,2.61,1.16,123.74,2.41,0.22,1.00,0.11,0.98
1669.64,2.69,1.21,121.25,2.42,0.21,1.00,0.11,0.96
1669.79,2.81,1.28,120.45,2.44,0.21,1.00,0.12,0.95
1669.94,2.95,1.35,120.91,2.47,0.21,1.00,0.11,0.96
1670.09,3.05,1.43,119.09,2.51,0.21,1.00,0.11,0.94
1670.25,3.11,1.47,116.06,2.53,0.21,1.00,0.11,0.92
1670.40,3.14,1.52,113.73,2.54,0.21,1.00,0.11,0.90
1670.55,3.18,1.56,111.19,2.53,0.21,1.00,0.11,0.88
1670.70,3.24,1.60,109.48,2.53,0.21,1.00,0.11,0.87
1670.86,3.35,1.65,107.78,2.55,0.21,1.00,0.11,0.86
1671.01,3.42,1.76,102.91,2.57,0.21,1.00,0.11,0.82
1671.16,3.44,1.88,96.58,2.58,0.21,1.00,0.09,0.76
1671.31,3.43,1.94,90.53,2.59,0.21,1.00,0.09,0.71
1671.47,3.40,1.97,80.27,2.58,0.21,1.00,0.09,0.62
1671.62,3.35,1.96,63.42,2.52,0.21,1.00,0.09,0.47
1671.77,3.33,1.95,47.19,2.43,0.21,1.00,0.09,0.31
1671.92,3.33,1.96,38.69,2.36,0.21,1.00,0.10,0.22
1672.07,3.34,1.97,35.76,2.36,0.22,1.00,0.13,0.19
1672.23,3.34,1.99,34.22,2.39,0.21,0.99,0.14,0.17
1672.38,3.34,2.00,34.31,2.45,0.21,0.92,0.15,0.17
1672.53,3.32,1.99,36.14,2.43,0.21,0.82,0.17,0.19
1672.68,3.31,1.98,36.97,2.38,0.21,0.73,0.18,0.20
1672.84,3.29,1.97,35.93,2.36,0.21,0.71,0.19,0.19
1672.99,3.26,1.96,35.35,2.36,0.21,0.69,0.20,0.19
1673.14,3.24,1.95,36.20,2.37,0.21,0.67,0.20,0.19
1673.29,3.22,1.93,36.55,2.37,0.22,0.64,0.20,0.20
1673.45,3.25,1.92,35.19,2.35,0.22,0.63,0.20,0.18
1673.60,3.33,1.93,34.17,2.33,0.21,0.64,0.20,0.17
1673.75,3.40,1.99,35.31,2.36,0.21,0.62,0.21,0.18
1673.90,3.44,2.05,37.04,2.39,0.21,0.60,0.21,0.20
1674.06,3.47,2.06,37.11,2.42,0.21,0.60,0.20,0.20
1674.21,3.53,2.05,35.15,2.41,0.21,0.64,0.19,0.18
1674.36,3.60,2.06,32.85,2.39,0.21,0.68,0.18,0.16
1674.51,3.61,2.13,32.12,2.39,0.21,0.69,0.19,0.15
1674.67,3.55,2.18,32.02,2.40,0.21,0.68,0.19,0.15
1674.82,3.47,2.17,30.94,2.38,0.21,0.71,0.19,0.14
1674.97,3.41,2.13,29.82,2.36,0.21,0.74,0.19,0.13
1675.12,3.40,2.09,29.90,2.35,0.21,0.74,0.19,0.13
1675.28,3.42,2.07,30.82,2.35,0.21,0.72,0.19,0.14
1675.43,3.41,2.08,31.00,2.34,0.21,0.68,0.20,0.14
1675.58,3.37,2.07,29.15,2.34,0.21,0.68,0.21,0.12
1675.73,3.32,2.03,26.80,2.35,0.21,0.75,0.20,0.09
1675.88,3.27,1.99,26.70,2.32,0.22,0.81,0.20,0.09
1676.04,3.25,1.94,28.38,2.29,0.22,0.78,0.20,0.11
1676.19,3.24,1.92,29.22,2.29,0.22,0.71,0.21,0.12
1676.34,3.27,1.91,29.03,2.30,0.22,0.69,0.21,0.12
1676.49,3.30,1.93,29.05,2.31,0.22,0.72,0.21,0.12
1676.65,3.33,1.95,29.62,2.33,0.22,0.77,0.19,0.12
1676.80,3.45,1.97,30.42,2.38,0.22,0.81,0.17,0.13
1676.95,3.71,2.02,31.31,2.43,0.21,0.86,0.15,0.14
1677.10,4.03,2.14,31.46,2.45,0.21,0.96,0.13,0.14
1677.26,4.09,2.33,29.78,2.46,0.21,1.00,0.11,0.12
1677.41,3.88,2.45,27.52,2.44,0.22,1.00,0.10,0.10
1677.56,3.68,2.36,27.36,2.46,0.22,1.00,0.10,0.10
1677.71,3.67,2.20,29.24,2.52,0.22,1.00,0.10,0.12
1677.87,4.01,2.13,30.34,2.49,0.22,1.00,0.10,0.13
1678.02,4.23,2.15,30.13,2.39,0.21,1.00,0.11,0.13
1678.17,4.08,2.29,30.01,2.31,0.21,1.00,0.11,0.13
1678.32,3.76,2.36,30.43,2.29,0.22,1.00,0.09,0.13
1678.48,3.45,2.22,31.46,2.29,0.22,1.00,0.10,0.14
1678.63,3.27,2.02,32.90,2.29,0.22,0.88,0.14,0.16
1678.78,3.18,1.87,33.63,2.28,0.22,0.72,0.18,0.17
1678.93,3.14,1.80,33.46,2.27,0.22,0.72,0.18,0.16
1679.09,3.11,1.78,33.38,2.25,0.22,0.76,0.18,0.16
1679.24,3.08,1.80,32.99,2.26,0.22,0.85,0.17,0.16
1679.39,3.10,1.81,31.78,2.33,0.21,0.92,0.16,0.15
1679.54,3.21,1.83,32.09,2.41,0.21,1.00,0.14,0.15
1679.69,3.45,1.87,36.02,2.45,0.22,1.00,0.13,0.19
1679.85,3.66,1.96,42.00,2.45,0.22,1.00,0.12,0.26
1680.00,3.68,2.04,47.03,2.45,0.22,1.00,0.11,0.31
1680.15,3.59,2.03,49.80,2.48,0.22,1.00,0.11,0.34
1680.30,3.52,1.97,53.28,2.49,0.22,1.00,0.11,0.37
1680.46,3.40,1.90,62.42,2.46,0.22,1.00,0.11,0.46
1680.61,3.29,1.77,76.90,2.42,0.22,1.00,0.11,0.59
1680.76,3.18,1.63,90.01,2.42,0.22,1.00,0.12,0.71
1680.91,3.10,1.52,96.26,2.40,0.22,1.00,0.13,0.76
1681.07,3.16,1.48,98.62,2.38,0.22,1.00,0.13,0.78
1681.22,3.20,1.50,102.40,2.37,0.22,1.00,0.15,0.81
1681.37,3.19,1.49,105.90,2.37,0.22,1.00,0.15,0.84
1681.52,3.17,1.45,105.33,2.38,0.22,1.00,0.14,0.84
1681.68,3.14,1.42,102.42,2.39,0.22,1.00,0.14,0.81
1681.83,3.14,1.41,102.03,2.41,0.22,1.00,0.14,0.81
1681.98,3.15,1.44,105.39,2.43,0.22,1.00,0.13,0.84
1682.13,3.14,1.45,108.65,2.44,0.22,1.00,0.13,0.86
1682.29,3.14,1.44,108.63,2.42,0.22,1.00,0.12,0.86
1682.44,3.10,1.43,107.70,2.42,0.22,1.00,0.13,0.85
1682.59,3.06,1.41,110.30,2.44,0.22,1.00,0.12,0.88
1682.74,3.13,1.40,115.33,2.50,0.22,1.00,0.11,0.92
1682.90,3.32,1.50,117.56,2.53,0.22,1.00,0.11,0.93
1683.05,3.52,1.69,112.88,2.54,0.22,1.00,0.11,0.90
1683.20,3.65,1.90,104.30,2.54,0.22,1.00,0.11,0.83
1683.35,3.71,2.01,98.87,2.53,0.22,1.00,0.11,0.78
1683.50,3.64,2.04,97.05,2.49,0.22,1.00,0.11,0.77
1683.66,3.46,2.06,96.30,2.45,0.22,1.00,0.11,0.76
1683.81,3.24,1.96,98.58,2.42,0.22,1.00,0.12,0.78
1683.96,3.10,1.67,105.07,2.39,0.22,1.00,0.13,0.83
1684.11,3.07,1.46,111.25,2.37,0.22,1.00,0.12,0.88
1684.27,3.03,1.36,114.14,2.46,0.22,1.00,0.12,0.91
1684.42,2.94,1.31,115.76,2.52,0.22,1.00,0.11,0.92
1684.57,2.85,1.30,116.92,2.51,0.22,1.00,0.11,0.93
1684.72,2.91,1.31,114.89,2.50,0.22,1.00,0.11,0.91
1684.88,3.13,1.46,108.34,2.50,0.22,1.00,0.13,0.86
1685.03,3.36,1.67,100.85,2.52,0.22,1.00,0.14,0.80
1685.18,3.48,1.84,96.07,2.54,0.21,1.00,0.14,0.76
1685.33,3.50,1.94,90.97,2.54,0.21,1.00,0.13,0.72
1685.49,3.49,2.00,80.17,2.52,0.21,1.00,0.13,0.62
1685.64,3.45,2.09,65.04,2.46,0.21,1.00,0.14,0.48
1685.79,3.40,2.10,52.19,2.42,0.21,1.00,0.15,0.36
1685.94,3.43,2.03,47.42,2.40,0.21,1.00,0.15,0.31
1686.10,3.47,1.93,53.23,2.40,0.21,1.00,0.14,0.37
1686.25,3.48,1.82,66.59,2.45,0.21,1.00,0.12,0.50
1686.40,3.40,1.76,81.03,2.51,0.21,1.00,0.11,0.63
1686.55,3.31,1.75,91.96,2.54,0.21,1.00,0.10,0.73
1686.71,3.27,1.73,98.54,2.56,0.22,1.00,0.10,0.78
1686.86,3.27,1.72,101.57,2.56,0.22,1.00,0.11,0.81
1687.01,3.27,1.74,103.07,2.56,0.22,1.00,0.11,0.82
1687.16,3.26,1.72,105.75,2.56,0.22,1.00,0.11,0.84
1687.31,3.23,1.69,108.69,2.56,0.22,1.00,0.11,0.86
1687.47,3.26,1.69,107.09,2.55,0.22,1.00,0.11,0.85
1687.62,3.35,1.75,98.55,2.52,0.21,1.00,0.11,0.78
1687.77,3.53,1.78,87.86,2.50,0.21,1.00,0.11,0.69
1687.92,3.28,1.77,83.01,2.49,0.21,1.00,0.11,0.65
1688.08,2.91,1.76,86.72,2.50,0.21,1.00,0.12,0.68
1688.23,2.70,1.75,93.72,2.41,0.21,1.00,0.13,0.74
1688.38,2.57,1.51,97.15,2.19,0.21,1.00,0.15,0.77
1688.53,2.56,1.20,95.41,1.96,0.21,1.00,0.16,0.75
1688.69,2.60,1.05,92.71,1.87,0.22,1.00,0.18,0.73
1688.84,2.69,1.25,94.10,1.96,0.21,1.00,0.20,0.74
1688.99,2.82,1.39,100.12,2.18,0.21,1.00,0.20,0.79
1689.14,2.91,1.35,106.97,2.40,0.22,1.00,0.16,0.85
1689.30,2.95,1.32,112.00,2.50,0.22,1.00,0.13,0.89
1689.45,2.95,1.32,116.02,2.52,0.22,1.00,0.13,0.92
1689.60,2.96,1.32,120.21,2.53,0.22,1.00,0.12,0.95
1689.75,3.00,1.35,123.55,2.53,0.22,1.00,0.11,0.98
1689.91,3.02,1.41,124.11,2.54,0.22,1.00,0.11,0.98
1690.06,3.04,1.47,121.55,2.54,0.22,1.00,0.11,0.96
1690.21,3.04,1.50,118.58,2.55,0.21,1.00,0.11,0.94
1690.36,3.08,1.51,121.11,2.55,0.21,1.00,0.11,0.96
1690.52,3.21,1.56,122.38,2.56,0.21,1.00,0.11,0.97
1690.67,3.39,1.64,118.85,2.57,0.21,1.00,0.11,0.94
1690.82,3.50,1.77,113.63,2.58,0.21,1.00,0.11,0.90
1690.97,3.55,1.88,109.32,2.57,0.21,1.00,0.11,0.87
1691.12,3.56,1.91,106.66,2.58,0.21,1.00,0.11,0.85
1691.28,3.56,1.93,105.13,2.58,0.21,1.00,0.10,0.83
1691.43,3.52,1.91,104.75,2.58,0.21,1.00,0.10,0.83
1691.58,3.46,1.85,105.74,2.57,0.21,1.00,0.11,0.84
1691.73,3.46,1.83,107.99,2.56,0.21,1.00,0.11,0.86
1691.89,3.44,1.80,110.50,2.55,0.21,1.00,0.11,0.88
1692.04,3.21,1.74,111.98,2.55,0.21,1.00,0.11,0.89
1692.19,3.05,1.69,113.03,2.54,0.21,1.00,0.11,0.90
1692.34,2.80,1.64,115.07,2.48,0.21,1.00,0.11,0.91
1692.50,2.56,1.59,117.66,2.38,0.21,1.00,0.11,0.93
1692.65,2.41,1.55,119.37,2.26,0.21,1.00,0.12,0.95
1692.80,2.34,1.51,119.53,2.22,0.21,1.00,0.12,0.95
1692.95,2.45,1.47,117.87,2.25,0.22,1.00,0.12,0.93
1693.11,2.74,1.56,113.79,2.33,0.22,1.00,0.12,0.90
1693.26,3.09,1.69,107.11,2.40,0.22,1.00,0.13,0.85
1693.41,3.35,1.80,99.47,2.45,0.22,1.00,0.14,0.79
1693.56,3.51,1.94,92.53,2.51,0.21,1.00,0.12,0.73
1693.72,3.67,2.07,85.37,2.55,0.21,1.00,0.10,0.67
1693.87,3.89,2.19,76.00,2.55,0.21,1.00,0.10,0.59
1694.02,4.04,2.32,65.09,2.53,0.21,1.00,0.10,0.48
1694.17,4.06,2.43,56.95,2.52,0.21,1.00,0.10,0.41
1694.33,3.93,2.43,55.74,2.51,0.21,1.00,0.11,0.39
1694.48,3.76,2.33,61.13,2.50,0.21,1.00,0.11,0.45
